,Reaction_name,Reaction_name_long,Subsystem,cell_type,associated_genes
19889,HSD17B3r_pos,testicular_17-beta-hydroxysteroid_dehydrogenase,Steroid_metabolism,Precursor,HSD17B3
19890,DNDPt1m_pos,dATP_transport_via_ADP_antiport,Transport__mitochondrial,Precursor,SLC25A19
19891,UGT1A10r_pos,UDP-glucuronosyltransferase_1-10_precursor__microsomal,Steroid_metabolism,Precursor,UGT1A8
19892,r0741_pos,5beta-Cholestane-3alpha_7alpha_12alpha-triol_NADPH:oxygen_oxidoreductase_(26-hydroxylating)_Bile_acid_biosynthesis_EC:1.14.13.15,Bile_acid_synthesis,Precursor,CYP27A1
19893,r2517_pos,ATP-binding_Cassette_(ABC)_TCDB:3.A.1.203.1,Transport__peroxisomal,Precursor,ABCD3
19894,P4503A7r_pos,cytochrome_p450_P450_3A7,Steroid_metabolism,Precursor,CYP3A13
19895,P4508B13r_pos,sterol_12-alpha-hydroxylase_(nadh),Bile_acid_synthesis,Precursor,CYP8B1
19896,r0743_pos,hydroxysteroid_(17-beta)_dehydrogenase_4__Bile_acid_biosynthesis_EC:1.1.1.35,Bile_acid_synthesis,Precursor,HSD17B4
19897,SCPx_pos,peroxisomal_thiolase_2,Bile_acid_synthesis,Precursor,SCP2
19898,VLCSp_pos,Very-long-chain-fatty-acid-CoA_ligase,Bile_acid_synthesis,Precursor,SLC27A2
19899,r0706_pos,acyl-Coenzyme_A_dehydrogenase_family__member_9__Bile_acid_biosynthesis_EC:1.3.3.6,Bile_acid_synthesis,Precursor,ACAD9
19900,r0744_pos,(24R_25R)-3alpha_7alpha_12alpha_24-tetrahydroxy-5beta-cholestanoyl-_CoA_hydro-lyase_Bile_acid_biosynthesis_EC:4.2.1.107,Bile_acid_synthesis,Precursor,HSD17B4
19901,RE2625M_pos,RE2625,Bile_acid_synthesis,Precursor,CYP27A1
19902,AKR1D2_pos,aldo-keto_reductase_family_1__member_D1_(delta_4-3-ketosteroid-5-beta-reductase),Bile_acid_synthesis,Precursor,AKR1D1
19903,P45027A11m_pos,5-beta-cholestane-3-alpha_7-alpha_12-alpha-triol_27-hydroxylase,Bile_acid_synthesis,Precursor,CYP27A1
19904,HOXG_pos,Heme_oxygenase_1,Heme_degradation,Precursor,HMOX1
19905,BILIRED_pos,Nad(p)h_biliverdin_reductase,Heme_degradation,Precursor,BLVRA
19906,P4508B11r_pos,sterol_12-alpha-hydroxylase,Bile_acid_synthesis,Precursor,CYP8B1
19907,HSD3B12r_pos,3_beta-hydroxysteroid_dehydrogenase/delta_5-->4-isomerase_type_I,Steroid_metabolism,Precursor,HSD3B2
19908,HSD17B2r_pos,17-beta-hydroxysteroid_dehydrogenase,Steroid_metabolism,Precursor,HSD17B2
19909,r0750_neg,3alpha_7alpha_12alpha-Trihydroxy-5beta-cholestane:NADP+_oxidoreductase_(B-specific);_3alpha_7alpha_12alpha-Trihydroxy-5beta-cholestane:NADP+_oxidoreductase_Bile_acid_biosynthesis_EC:1.1.1.50,Bile_acid_synthesis,Precursor,AKR1C6
19910,P45017A2r_pos,Cytochrome_P450_17A1,Steroid_metabolism,Precursor,CYP17A1
19911,P45017A1r_pos,Cytochrome_P450_17A1,Steroid_metabolism,Precursor,CYP17A1
19912,P45017A3r_pos,Cytochrome_P450_17A1,Steroid_metabolism,Precursor,CYP17A1
19913,HSD3B13r_pos,3_beta-hydroxysteroid_dehydrogenase/delta_5-->4-isomerase_type_I,Steroid_metabolism,Precursor,HSD3B2
19914,HSD3B11r_pos,3_beta-hydroxysteroid_dehydrogenase/delta_5-->4-isomerase_type_I,Steroid_metabolism,Precursor,HSD3B2
19915,P45017A4r_pos,Cytochrome_P450_17A1,Steroid_metabolism,Precursor,CYP17A1
19916,P45019A2r_pos,aromatase,Steroid_metabolism,Precursor,CYP19A1
19917,RE1533M_pos,RE1533,Fatty_acid_oxidation,Precursor,ACAA2
19918,RE1516M_pos,RE1516,Fatty_acid_oxidation,Precursor,ACADL
19919,RE3627M_pos,RE3627,Fatty_acid_oxidation,Precursor,EHHADH
19920,RE1573M_pos,RE1573,Fatty_acid_oxidation,Precursor,ECI1
19921,RE1534M_pos,RE1534,Fatty_acid_oxidation,Precursor,ACAA2
19922,RE3628M_neg,RE3628,Fatty_acid_oxidation,Precursor,ECI1
19923,RE1532M_pos,RE1532,Fatty_acid_oxidation,Precursor,ACAA2
19924,RE0512M_pos,RE0512,Fatty_acid_oxidation,Precursor,EHHADH
19925,RE1531M_pos,RE1531,Fatty_acid_oxidation,Precursor,ACAA2
19926,RE1527M_pos,RE1527,Fatty_acid_oxidation,Precursor,EHHADH
19927,RE1526M_pos,RE1526,Fatty_acid_oxidation,Precursor,EHHADH
19928,RE1525M_pos,RE1525,Fatty_acid_oxidation,Precursor,EHHADH
19929,RE1522M_pos,RE1522,Fatty_acid_oxidation,Precursor,ECHS1
19930,RE1521M_pos,RE1521,Fatty_acid_oxidation,Precursor,ECHS1
19931,RE1520M_pos,RE1520,Fatty_acid_oxidation,Precursor,ECHS1
19932,RE1517M_pos,RE1517,Fatty_acid_oxidation,Precursor,ACADL
19933,RE1523M_pos,RE1523,Fatty_acid_oxidation,Precursor,ECHS1
19934,RE0565C_pos,RE0565,Fatty_acid_synthesis,Precursor,ELOVL2
19935,RE0568C_pos,RE0568,Fatty_acid_synthesis,Precursor,RPL14
19936,P45039A1r_pos,oxysterol_7-alpha-hydroxylase,Bile_acid_synthesis,Precursor,CYP39A1
19937,P45046A1r_pos,cytochrome_P450__family_46__subfamily_A__polypeptide_1,Bile_acid_synthesis,Precursor,CYP46A1
19938,ACACT10m_neg,acetyl-CoA_C-acetyltransferase__mitochondrial,Valine__leucine__and_isoleucine_metabolism,Precursor,ACAA2
19939,ECOAH9m_neg,2-Methylprop-2-enoyl-CoA_(2-Methylbut-2-enoyl-CoA)__mitochondrial,Valine__leucine__and_isoleucine_metabolism,Precursor,ECHS1
19940,HACD9m_neg,3-hydroxyacyl-CoA_dehydrogenase_(2-Methylacetoacetyl-CoA)__mitochondrial,Valine__leucine__and_isoleucine_metabolism,Precursor,EHHADH
19941,P4507B11r_pos,oxysterol_7alpha-hydroxylase,Bile_acid_synthesis,Precursor,CYP7B1
19942,DHCRD1_pos,dihydroceramide_desaturase,Sphingolipid_metabolism,Precursor,DEGS1
19943,FUMAC_pos,fumarylacetoacetase,Tyrosine_metabolism,Precursor,FAH
19944,34HPPOR_pos,4-Hydroxyphenylpyruvate:oxygen_oxidoreductase,Tyrosine_metabolism,Precursor,HPD
19945,MACACI_pos,maleylacetoacetate_isomerase,Tyrosine_metabolism,Precursor,GSTZ1
19946,HSD17B1_pos,testicular_17-beta-hydroxysteroid_dehydrogenase,Steroid_metabolism,Precursor,H2-KE6
19947,HGNTOR_pos,Homogentisate:oxygen_1_2-oxidoreductase_(decyclizing),Tyrosine_metabolism,Precursor,HGD
19948,P45019A1r_pos,aromatase,Steroid_metabolism,Precursor,CYP19A1
19949,FAOXC226C205m_pos,fatty_acid_beta_oxidation(C22:6-->C20:5)m,Fatty_acid_oxidation,Precursor,ACADVL
19950,FAOXC205C185m_pos,fatty_acid_beta_oxidation(C20:5-->C18:5)m,Fatty_acid_oxidation,Precursor,ACADVL
19951,FAOXC226C227m_pos,fatty_acid_beta_oxidation(C22:6-->C22:7)m,Fatty_acid_oxidation,Precursor,ACADVL
19952,FAOXC185m_pos,isomerization(C18:5)m,Fatty_acid_oxidation,Precursor,ECI1
19953,FAOXC185C164m_pos,fatty_acid_beta_oxidation(C18:5-->C16:4)m,Fatty_acid_oxidation,Precursor,ACADVL
19954,FAOXC227C226m_pos,fatty_acid_beta_oxidation(C22:7-->C22:6)m,Fatty_acid_oxidation,Precursor,DECR1
19955,FAOXC226m_pos,isomerization(C22:6)m,Fatty_acid_oxidation,Precursor,ECI1
19956,ABO6g_pos,ABO_blood_group_(transferase_A__alpha_1-3-N-acetylgalactosaminyltransferase;_transferase_B__alpha_1-3-galactosyltransferase),Blood_group_synthesis,Precursor,ABO
19957,ABO7g_pos,ABO_blood_group_(transferase_A__alpha_1-3-N-acetylgalactosaminyltransferase;_transferase_B__alpha_1-3-galactosyltransferase),Blood_group_synthesis,Precursor,ABO
19958,B3GNT313g_pos,UDP-GlcNAc:betaGal_beta-1_3-N-acetylglucosaminyltransferase_3__Golgi_apparatus,Blood_group_synthesis,Precursor,B3GNT3
19959,FUT17g_pos,Galactoside_2-alpha-L-fucosyltransferase_1,Blood_group_synthesis,Precursor,FUT1
19960,r0672_neg,Cholest-5-ene-3beta_7alpha-diol:NAD+_3-oxidoreductase_Bile_acid_biosynthesis_EC:1.1.1.181,Bile_acid_synthesis,Precursor,HSD3B7
19961,PTDCACRNt_pos,pentadecanoate_transport_into_the_mitochondria,Fatty_acid_oxidation,Precursor,SLC25A20
19962,FACOAL150_pos,fatty-acid--CoA_ligase,Fatty_acid_oxidation,Precursor,ACSL1
19963,PTDCACRNCPT2_pos,pentadecanoate_transport_into_the_mitochondria,Fatty_acid_oxidation,Precursor,CPT2
19964,PTDCACRNCPT1_pos,carnitine_fatty-acyl_transferase,Fatty_acid_oxidation,Precursor,CPT1A
19965,UAG4E_pos,UDP-N-acetylglucosamine_4-epimerase,Aminosugar_metabolism,Precursor,GALE
19966,RE2973N_neg,RE2973,Phosphatidylinositol_phosphate_metabolism,Precursor,PIK3C2A
19967,P45021A2r_pos,Steroid_21-hydroxylase,Steroid_metabolism,Precursor,CYP21A1
19968,P45011B12m_pos,Steroid_11-beta-hydroxylase,Steroid_metabolism,Precursor,CYP11B1
19969,P45021A1r_pos,Steroid_21-hydroxylase,Steroid_metabolism,Precursor,CYP21A1
19970,P45011B11m_pos,Steroid_11-beta-hydroxylase,Steroid_metabolism,Precursor,CYP11B1
19971,r0683_pos,Propanoyl-CoA:(acceptor)_2_3-oxidoreductase_beta-Alanine_metabolism_EC:1.3.3.6_EC:1.3.99.3,Unassigned,Precursor,ACADM
19972,B3GNT311g_pos,UDP-GlcNAc:betaGal_beta-1_3-N-acetylglucosaminyltransferase_3__Golgi_apparatus,Blood_group_synthesis,Precursor,B3GNT3
19973,ABO4g_pos,ABO_blood_group_(transferase_A__alpha_1-3-N-acetylgalactosaminyltransferase;_transferase_B__alpha_1-3-galactosyltransferase),Blood_group_synthesis,Precursor,ABO
19974,FUT15g_pos,Galactoside_2-alpha-L-fucosyltransferase_1,Blood_group_synthesis,Precursor,FUT1
19975,ABO5g_pos,ABO_blood_group_(transferase_A__alpha_1-3-N-acetylgalactosaminyltransferase;_transferase_B__alpha_1-3-galactosyltransferase),Blood_group_synthesis,Precursor,ABO
19976,B3GNT36g_pos,UDP-GlcNAc:betaGal_beta-1_3-N-acetylglucosaminyltransferase_3__Golgi_apparatus,Sphingolipid_metabolism,Precursor,B3GNT3
19977,P45011B21m_pos,Steroid_11-beta-hydroxylase,Steroid_metabolism,Precursor,CYP11B1
19978,ADA_pos,Adenosine_deaminase,Purine_catabolism,Precursor,ADA
19979,FAH1_pos,Fatty_acid_omega-hydroxylase,Cytochrome_metabolism,Precursor,CYP4A29
19980,BAMPPALDOX_pos,beta-Aminopropion_aldehyde:NAD+_oxidoreductase,beta-Alanine_metabolism,Precursor,ALDH1A1
19981,13DAMPPOX_pos,1_3-Diaminopropane:oxygen_oxidoreductase_(deaminating),beta-Alanine_metabolism,Precursor,AOC1
19982,H7MTer_L_pos,H7_mannosyltransferase__endoplasmic_reticulum,Phosphatidylinositol_phosphate_metabolism,Precursor,PIGZ
19983,H6MTer_U_pos,H6_mannosyltransferase__endoplasmic_reticulum,Phosphatidylinositol_phosphate_metabolism,Precursor,PIGZ
19984,H7MTer_U_pos,H7_mannosyltransferase__endoplasmic_reticulum,Phosphatidylinositol_phosphate_metabolism,Precursor,PIGZ
19985,M4CET3er_pos,M4C_phosphoethanolaminyl_transferase__endoplasmic_reticulum,Phosphatidylinositol_phosphate_metabolism,Precursor,PIGF
19986,H6MTer_L_pos,H6_mannosyltransferase__endoplasmic_reticulum,Phosphatidylinositol_phosphate_metabolism,Precursor,PIGZ
19987,M4BTAer_pos,M4B_transamidase__endoplasmic_reticulum,Phosphatidylinositol_phosphate_metabolism,Precursor,GPAA1
19988,r0398_pos,NADPH:6_7-dihydropteridine_oxidoreductase_Folate_biosynthesis_EC:1.5.1.34,Tetrahydrobiopterin_metabolism,Precursor,QDPR
19989,FAOXC2242046x_pos,Beta_oxidation_of_long_chain_fatty_acid,Fatty_acid_oxidation,Precursor,ACAA1B
19990,3SALATAi_pos,3-sulfino-alanine_transaminase_(irreversible),Methionine_and_cysteine_metabolism,Precursor,GOT1
19991,FAEL204_pos,fatty-acyl-CoA_elongation_(n-C20:4CoA),Fatty_acid_synthesis,Precursor,ELOVL2
19992,ST3GAL61g_pos,Type_2_lactosamine_alpha-2_3-sialyltransferase,Blood_group_synthesis,Precursor,ST3GAL6
19993,FUT92g_pos,Alpha-(1_3)-fucosyltransferase,Blood_group_synthesis,Precursor,FUT9
19994,PI3P5K_pos,phosphatidylinositol_3-phosphate_5-kinase,Inositol_phosphate_metabolism,Precursor,PIP5K1A
19995,RE2973C_pos,RE2973,Phosphatidylinositol_phosphate_metabolism,Precursor,PIK3C2A
19996,RE2974C_neg,RE2974,Phosphatidylinositol_phosphate_metabolism,Precursor,PIP4K2A
19997,PI4P5K_pos,phosphatidylinositol_4-phosphate_5-kinase,Glycerophospholipid_metabolism,Precursor,PIKFYVE
19998,r0166_pos,Uridine_triphosphate_pyrophosphohydrolase_Pyrimidine_metabolism_EC:3.6.1.19,Pyrimidine_catabolism,Precursor,ITPA
19999,CORE6GTg_pos,Core_6_beta-GlcNAc-transferase_A__Golgi_apparatus,O-glycan_synthesis,Precursor,GCNT1
20000,GALNTg_pos,GalNAc_transferase__Golgi_apparatus,O-glycan_synthesis,Precursor,GALNT1
20001,NAGA2ly_pos,N-acetylgalactosaminidase__alpha-,Keratan_sulfate_degradation,Precursor,NAGA
20002,GALASE19ly_pos,beta-galactosidase__lysosomal,Keratan_sulfate_degradation,Precursor,CTSA
20003,H5MTer_U_pos,H5_mannosyltransferase__endoplasmic_reticulum,Phosphatidylinositol_phosphate_metabolism,Precursor,PIGV
20004,GPIMTer_U_pos,GlcN-acylPI_mannosyltransferase__endoplasmic_reticulum,Phosphatidylinositol_phosphate_metabolism,Precursor,PIGM
20005,H2MTer_U_pos,H2_mannosyltransferase__endoplasmic_reticulum,Phosphatidylinositol_phosphate_metabolism,Precursor,PIGV
20006,GPIDA2er_pos,glycophosphatidylinositol_(GPI)_deacylase__endoplasmic_reticulum,Phosphatidylinositol_phosphate_metabolism,Precursor,PGAP1
20007,H7_TAer_pos,H7'_transamidase__endoplasmic_reticulum,Phosphatidylinositol_phosphate_metabolism,Precursor,GPAA1
20008,H2MTer_L_pos,H2_mannosyltransferase__endoplasmic_reticulum,Phosphatidylinositol_phosphate_metabolism,Precursor,PIGV
20009,ACGPID_pos,N-acetylglucosaminylphosphatidylinositol_deacetylase,Phosphatidylinositol_phosphate_metabolism,Precursor,PIGL
20010,H6ET3er_pos,H6_phosphoethanolaminyl_transferase__endoplasmic_reticulum,Phosphatidylinositol_phosphate_metabolism,Precursor,PIGF
20011,H3MTer_L_pos,H3_mannosyltransferase__endoplasmic_reticulum,Phosphatidylinositol_phosphate_metabolism,Precursor,PIGB
20012,BMTer_U_pos,B_mannosyltransferase__endoplasmic_reticulum,Phosphatidylinositol_phosphate_metabolism,Precursor,PIGB
20013,BMTer_L_pos,B_mannosyltransferase__endoplasmic_reticulum,Phosphatidylinositol_phosphate_metabolism,Precursor,PIGB
20014,H5MTer_L_pos,H5_mannosyltransferase__endoplasmic_reticulum,Phosphatidylinositol_phosphate_metabolism,Precursor,PIGV
20015,H6_ETer_pos,H6'_phosphoethanolaminyl_transferase__endoplasmic_reticulum,Phosphatidylinositol_phosphate_metabolism,Precursor,PIGN
20016,H3MTer_U_pos,H3_mannosyltransferase__endoplasmic_reticulum,Phosphatidylinositol_phosphate_metabolism,Precursor,PIGB
20017,GPIAT_pos,glucosaminylphosphatidyl_inositol_acetyltransferase,Phosphatidylinositol_phosphate_metabolism,Precursor,PIGW
20018,H4ETer_pos,H4_phosphoethanolaminyl_transferase__endoplasmic_reticulum,Phosphatidylinositol_phosphate_metabolism,Precursor,PIGN
20019,H2ETer_pos,H2_phosphoethanolaminyl_transferase__endoplasmic_reticulum,Phosphatidylinositol_phosphate_metabolism,Precursor,PIGN
20020,PIACGT_pos,phosphatidylinositol_N-acetylglucosaminyltransferase,Phosphatidylinositol_phosphate_metabolism,Precursor,DPM2
20021,H4ET3er_pos,H4_phosphoethanolaminyl_transferase__endoplasmic_reticulum,Phosphatidylinositol_phosphate_metabolism,Precursor,PIGF
20022,GPIMTer_L_pos,GlcN-acylPI_mannosyltransferase__endoplasmic_reticulum,Phosphatidylinositol_phosphate_metabolism,Precursor,PIGM
20023,H3ETer_pos,H3_phosphoethanolaminyl_transferase__endoplasmic_reticulum,Phosphatidylinositol_phosphate_metabolism,Precursor,PIGN
20024,ST6GALNAC31_pos,Alpha-N-acetylgalactosaminide_alpha-2_6-sialyltransferase_3,Sphingolipid_metabolism,Precursor,ST6GALNAC3
20025,PRPNCOAHYDm_pos,Propenoyl-CoA_hydrolase_(m),beta-Alanine_metabolism,Precursor,AUH
20026,r0596_pos,3-hydroxyisobutyryl-CoA_hydrolase_beta-Alanine_metabolism_/_Propanoate_metabolism_EC:3.1.2.4,CoA_synthesis,Precursor,HIBCH
20027,ABO1g_pos,ABO_blood_group_(transferase_A__alpha_1-3-N-acetylgalactosaminyltransferase;_transferase_B__alpha_1-3-galactosyltransferase),Blood_group_synthesis,Precursor,ABO
20028,ACOAD9m_pos,acyl-CoA_dehydrogenase_(isobutyryl-CoA)__mitochondrial,Valine__leucine__and_isoleucine_metabolism,Precursor,ACAD8
20029,DHCRD2_pos,dihydroceramide_desaturase,Sphingolipid_metabolism,Precursor,DEGS1
20030,NDP8ex_pos,nucleoside-diphosphatase_(UTP)__extracellular,Nucleotide_interconversion,Precursor,CANT1
20031,GMAND_pos,GDP-D-mannose_dehydratase,Fructose_and_mannose_metabolism,Precursor,GMDS
20032,NDP7g_pos,nucleoside-diphosphatase_(UDP)__Golgi_apparatus,Nucleotide_interconversion,Precursor,ENTPD4
20033,FAOXC2252053x_pos,Beta_oxidation_of_long_chain_fatty_acid,Fatty_acid_oxidation,Precursor,ACAA1B
20034,ACOAD1fm_pos,acyl-CoA_dehydrogenase_(butanoyl-CoA)__mitochondrial,Butanoate_metabolism,Precursor,ACAD11
20035,ABO2g_pos,ABO_blood_group_(transferase_A__alpha_1-3-N-acetylgalactosaminyltransferase;_transferase_B__alpha_1-3-galactosyltransferase),Blood_group_synthesis,Precursor,ABO
20036,r0782_pos,GDP-L-fucose:NADP+_4-oxidoreductase_(3_5-epimerizing)_Fructose_and_mannose_metabolism_EC:1.1.1.271,Aminosugar_metabolism,Precursor,TSTA3
20037,PCHOLPm_hs_pos,choline_phosphatase,Glycerophospholipid_metabolism,Precursor,PLD1
20038,NDPK3m_pos,nucleoside-diphosphate_kinase_(ATP:CDP)__mitochondrial,Nucleotide_interconversion,Precursor,NME4
20039,CYTDtm_pos,cytidine_facilated_transport_in_mitochondria,Transport__mitochondrial,Precursor,SLC29A1
20040,CDSm_pos,phosphatidate_cytidylyltransferase,Glycerophospholipid_metabolism,Precursor,CDS1
20041,CYTK1m_pos,cytidylate_kinase_(CMP)_mitochondrial,Nucleotide_interconversion,Precursor,CMPK2
20042,ST3GAL62g_pos,Type_2_lactosamine_alpha-2_3-sialyltransferase,Blood_group_synthesis,Precursor,ST3GAL6
20043,FUT93g_pos,Alpha-(1_3)-fucosyltransferase,Blood_group_synthesis,Precursor,FUT9
20044,FUT14g_pos,Galactoside_2-alpha-L-fucosyltransferase_1,Blood_group_synthesis,Precursor,FUT1
20045,GDPFUCtg_pos,GDPFuc_Golgi_transport_via_CMP_antiport,Transport__golgi_apparatus,Precursor,SLC35C1
20046,RE1796M_pos,RE1796,Bile_acid_synthesis,Precursor,HSD3B2
20047,ST6GALNAC28_pos,Alpha-N-acetylgalactosaminide_alpha-2_6-sialyltransferase_2,Sphingolipid_metabolism,Precursor,ST6GALNAC2
20048,ST8SIA55g_pos,Beta-galactoside_alpha-2_3-sialyltransferase,Sphingolipid_metabolism,Precursor,ST8SIA5
20049,GFUCS_pos,GDP-L-fucose_synthase,Fructose_and_mannose_metabolism,Precursor,TSTA3
20050,FUT12g_pos,Galactoside_2-alpha-L-fucosyltransferase_1,Blood_group_synthesis,Precursor,FUT1
20051,MCCCrm_neg,methylcrotonoyl-CoA_carboxylase__mitochondrial,Valine__leucine__and_isoleucine_metabolism,Precursor,MCCC1
20052,MGCHrm_neg,methylglutaconyl-CoA_hydratase_(reversible)__mitochondrial,Valine__leucine__and_isoleucine_metabolism,Precursor,AUH
20053,24_25VITD3Hm_pos,24R-Vitamin_D-25-hydroxylase_(D3),Vitamin_D_metabolism,Precursor,CYP24A1
20054,GALGT4_pos,Beta-1_4_N-acetylgalactosaminyltransferase,Sphingolipid_metabolism,Precursor,B4GALNT1
20055,B3GALT44g_pos,Beta-1_3-galactosyltransferase_4,Sphingolipid_metabolism,Precursor,B3GALT4
20056,ST6GALNAC27_pos,Alpha-N-acetylgalactosaminide_alpha-2_6-sialyltransferase_2,Sphingolipid_metabolism,Precursor,ST6GALNAC2
20057,ADNtm_pos,adenosine_facilated_transport_in_mitochondria,Transport__mitochondrial,Precursor,SLC29A1
20058,ST6GALNAC26_pos,Alpha-N-acetylgalactosaminide_alpha-2_6-sialyltransferase_2,Sphingolipid_metabolism,Precursor,ST6GALNAC2
20059,ST6GALNAC25_pos,Alpha-N-acetylgalactosaminide_alpha-2_6-sialyltransferase_2,Sphingolipid_metabolism,Precursor,ST6GALNAC2
20060,ST8SIA56g_pos,Alpha-2_8-sialyltransferase_8E,Blood_group_synthesis,Precursor,ST8SIA5
20061,FAOXC16080m_pos,Beta_oxidation_of_long_chain_fatty_acid,Fatty_acid_oxidation,Precursor,ACADM
20062,FUT95g_pos,Alpha-(1_3)-fucosyltransferase,Blood_group_synthesis,Precursor,FUT9
20063,FUT94g_pos,Alpha-(1_3)-fucosyltransferase,Blood_group_synthesis,Precursor,FUT9
20064,FAOXC13C11m_pos,fatty_acid_beta_oxidation(C13-->C11)m,Fatty_acid_oxidation,Precursor,ACADVL
20065,FAOXC15C13m_pos,fatty_acid_beta_oxidation(C15-->C13)m,Fatty_acid_oxidation,Precursor,ACADVL
20066,FAOXC5C3x_pos,fatty_acid_beta_oxidation(C5-->C3)m,Fatty_acid_oxidation,Precursor,ACAA2
20067,FAOXC11C9m_pos,fatty_acid_beta_oxidation(C11-->C9)m,Fatty_acid_oxidation,Precursor,ACAA2
20068,FAOXC9C7m_pos,fatty_acid_beta_oxidation(C9-->C7)m,Fatty_acid_oxidation,Precursor,ACAA2
20069,FAOXC7C5m_pos,fatty_acid_beta_oxidation(C7-->C5)m,Fatty_acid_oxidation,Precursor,ACAA2
20070,PPCOAOm_pos,Propanoyl-CoA:FAD_2_3-oxidoreductase__mitochondrial,Propanoate_metabolism,Precursor,ACAD11
20071,NDP7ex_pos,nucleoside-diphosphatase_(UDP)__extracellular,Nucleotide_interconversion,Precursor,CANT1
20072,ST6GALNAC62_pos,sialytransferase_7_((alpha-N-acetylneuraminyl_2_3-betagalactosyl-1_3)-N-acetyl_galactosaminide_alpha-2_6-sialytransferase)_F,Sphingolipid_metabolism,Precursor,ST6GALNAC6
20073,FAOXC150m_pos,Beta_oxidation_of_long_chain_fatty_acid_(odd_chain),Fatty_acid_oxidation,Precursor,ACADM
20074,GALGT3_pos,Beta-1_4_N-acetylgalactosaminyltransferase,Sphingolipid_metabolism,Precursor,B4GALNT1
20075,ST3GAL23g_pos,CMP-N-acetylneuraminate-beta-galactosamide-alpha-2_3-sialyltransferase__Golgi_apparatus,Sphingolipid_metabolism,Precursor,ST3GAL2
20076,B3GALT43g_pos,Beta-1_3-galactosyltransferase_4,Sphingolipid_metabolism,Precursor,B3GALT4
20077,HPDCACRNt_pos,heptadecanoate_transport_into_the_mitochondria,Fatty_acid_oxidation,Precursor,SLC25A20
20078,FAOXC170m_pos,Beta_oxidation_of_long_chain_fatty_acid_(odd_chain),Fatty_acid_oxidation,Precursor,ACADM
20079,HPDCACRNCPT1_pos,carnitine_fatty-acyl_transferase,Fatty_acid_oxidation,Precursor,CPT1A
20080,HPDCACRNCPT2_pos,heptadecanoate_transport_into_the_mitochondria,Fatty_acid_oxidation,Precursor,CPT2
20081,FACOAL170_pos,fatty-acid--CoA_ligase,Fatty_acid_oxidation,Precursor,ACSL1
20082,ST8SIA52g_pos,Beta-galactoside_alpha-2_3-sialyltransferase,Sphingolipid_metabolism,Precursor,ST8SIA5
20083,B3GNT315g_pos,UDP-GlcNAc:betaGal_beta-1_3-N-acetylglucosaminyltransferase_3__Golgi_apparatus,Blood_group_synthesis,Precursor,B3GNT3
20084,B3GNT12g_pos,UDP-GlcNAc:betaGal_beta-1_3-N-acetylglucosaminyltransferase_1,Blood_group_synthesis,Precursor,B3GNT2
20085,FUT99g_pos,Alpha-(1_3)-fucosyltransferase,Blood_group_synthesis,Precursor,FUT9
20086,FUT911g_pos,Alpha-(1_3)-fucosyltransferase,Blood_group_synthesis,Precursor,FUT9
20087,FUT910g_pos,Alpha-(1_3)-fucosyltransferase,Blood_group_synthesis,Precursor,FUT9
20088,r0591_neg,Dephospho-CoA_nucleotidohydrolase_Pantothenate_and_CoA_biosynthesis_EC:3.6.1.9,CoA_synthesis,Precursor,ENPP1
20089,r0668_pos,CTP:N-acylneuraminate_cytidylyltransferase_Aminosugars_metabolism_EC:2.7.7.43,Unassigned,Precursor,CMAS
20090,ST8SIA53g_pos,Beta-galactoside_alpha-2_3-sialyltransferase,Sphingolipid_metabolism,Precursor,ST8SIA5
20091,ST6GALNAC24_pos,Alpha-N-acetylgalactosaminide_alpha-2_6-sialyltransferase_2,Sphingolipid_metabolism,Precursor,ST6GALNAC2
20092,B3GNT37g_pos,UDP-GlcNAc:betaGal_beta-1_3-N-acetylglucosaminyltransferase_3__Golgi_apparatus,Sphingolipid_metabolism,Precursor,B3GNT3
20093,ST6GALNAC23_pos,Alpha-N-acetylgalactosaminide_alpha-2_6-sialyltransferase_2,Sphingolipid_metabolism,Precursor,ST6GALNAC2
20094,ST3GAL22g_pos,CMP-N-acetylneuraminate-beta-galactosamide-alpha-2_3-sialyltransferase__Golgi_apparatus,Sphingolipid_metabolism,Precursor,ST3GAL2
20095,B3GALT42g_pos,Beta-1_3-galactosyltransferase_4,Sphingolipid_metabolism,Precursor,B3GALT4
20096,GALGT2_pos,Beta-1_4_N-acetylgalactosaminyltransferase,Sphingolipid_metabolism,Precursor,B4GALNT1
20097,UGT1A9r_pos,UDP-glucuronosyltransferase_1-10_precursor__microsomal,Steroid_metabolism,Precursor,UGT2B34
